sweep,noise_model,delta_per_mode,relative_l2_noise,method,mean_relative_l2,aggregate_relative_l2,median_relative_l2,std_relative_l2,stderr_relative_l2,n_samples
extended_grid,critical,3e-07,8.607240113597783e-07,tikhonov_discrepancy,0.0005216519739008408,0.00039375688389525846,0.00048693822350054513,0.00016368932627157327,7.3204092146876e-06,500
extended_grid,critical,3e-07,8.607240113597783e-07,prior_wiener,0.00045063949641825873,0.00034383853044367565,0.0004230011145395402,0.00013523370177797176,6.047835000489581e-06,500
extended_grid,critical,3e-07,8.607240113597783e-07,oracle_spectral_bound,0.0002872506680941909,0.0002194755140067575,0.000268127255387571,8.856778980678194e-05,3.960871972497547e-06,500
extended_grid,critical,1e-07,2.8690800378679903e-07,scnet,0.00026007346913306436,0.00019832853528695192,0.00024493380241281146,7.735017650952441e-05,3.45920505493808e-06,500
extended_grid,critical,1e-07,2.8690800378679903e-07,oracle_tikhonov,0.00029346232753666335,0.00022366681957628718,0.0002776810516833089,8.716972599339804e-05,3.8983486580253675e-06,500
extended_grid,critical,1e-07,2.8690800378679903e-07,oracle_tsvd,0.0002875585532242384,0.00021793741921102128,0.00027391484819223953,8.7023466692348e-05,3.891807743235578e-06,500
extended_grid,critical,1e-07,2.8690800378679903e-07,tikhonov_discrepancy,0.00029974505638609016,0.0002266588479542823,0.0002807195955400137,9.260532251327582e-05,4.141435924359528e-06,500
extended_grid,critical,1e-07,2.8690800378679903e-07,prior_wiener,0.00025991742591955036,0.00019820124348396943,0.00024468824330453154,7.732566509995978e-05,3.4581088713778623e-06,500
extended_grid,critical,1e-07,2.8690800378679903e-07,oracle_spectral_bound,0.00016553819408434762,0.00012648159347364803,0.00015577797208720783,4.99857316710482e-05,2.2354298784305587e-06,500
extended_grid,critical,3e-08,8.607240113580895e-08,scnet,0.00014233310641146882,0.00010836493100620375,0.00013486107901626945,4.197938277732177e-05,1.8773750708715078e-06,500
extended_grid,critical,3e-08,8.607240113580895e-08,oracle_tikhonov,0.0001601003019602907,0.00012217652035857555,0.00015173166111446873,4.688376461596848e-05,2.096705694448097e-06,500
extended_grid,critical,3e-08,8.607240113580895e-08,oracle_tsvd,0.00015809369684126402,0.00011991955413182384,0.0001502661445375167,4.709126772811642e-05,2.1059855157342076e-06,500
extended_grid,critical,3e-08,8.607240113580895e-08,tikhonov_discrepancy,0.00016320820198918585,0.00012361837176039827,0.0001534887652740681,4.9622179103903915e-05,2.219171313359975e-06,500
extended_grid,critical,3e-08,8.607240113580895e-08,prior_wiener,0.00014224902203764612,0.00010829458223295776,0.00013465707657277047,4.1964126692992076e-05,1.8766927980388745e-06,500
extended_grid,critical,3e-08,8.607240113580895e-08,oracle_spectral_bound,9.050194815452278e-05,6.893211763234528e-05,8.663553491144736e-05,2.700163239485769e-05,1.2075497107672448e-06,500
extended_grid,critical,1e-08,2.8690800377968883e-08,scnet,8.160433876356757e-05,6.241146736000779e-05,7.7541916332471e-05,2.351575169621791e-05,1.0516563866949846e-06,500
extended_grid,critical,1e-08,2.8690800377968883e-08,oracle_tikhonov,9.137571705681269e-05,7.015848278552185e-05,8.674100934303317e-05,2.601290693726669e-05,1.1633325640820833e-06,500
extended_grid,critical,1e-08,2.8690800377968883e-08,oracle_tsvd,9.094776973848113e-05,6.945869886711515e-05,8.685556411593251e-05,2.633526675305258e-05,1.1777489333083146e-06,500
extended_grid,critical,1e-08,2.8690800377968883e-08,tikhonov_discrepancy,9.323561394844052e-05,7.095537653566128e-05,8.784770405737726e-05,2.7707165764468836e-05,1.2391021222641449e-06,500
extended_grid,critical,1e-08,2.8690800377968883e-08,prior_wiener,8.153147941531427e-05,6.23487192527153e-05,7.741452490308152e-05,2.350272651973232e-05,1.0510738830941704e-06,500
